condition_id,scene_id,inflation_mm,budget_mm,direction_count,physx_collisions,physx_collision_rate,physx_safe_retention_rate,curobo_collisions,curobo_collision_rate
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,56,128,47,0.3671875,0.6328125,43,0.3359375
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,58,128,47,0.3671875,0.6328125,43,0.3359375
multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,60,128,48,0.375,0.625,45,0.3515625
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,8,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,10,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,12,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,14,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,16,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,18,128,2,0.015625,0.984375,0,0.0
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,20,128,6,0.046875,0.953125,0,0.0
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,22,128,12,0.09375,0.90625,3,0.0234375
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,24,128,17,0.1328125,0.8671875,8,0.0625
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,26,128,19,0.1484375,0.8515625,10,0.078125
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,28,128,21,0.1640625,0.8359375,16,0.125
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,30,128,24,0.1875,0.8125,19,0.1484375
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,32,128,27,0.2109375,0.7890625,22,0.171875
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,34,128,28,0.21875,0.78125,23,0.1796875
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,36,128,30,0.234375,0.765625,26,0.203125
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,38,128,33,0.2578125,0.7421875,30,0.234375
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,40,128,33,0.2578125,0.7421875,30,0.234375
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,42,128,34,0.265625,0.734375,32,0.25
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,44,128,36,0.28125,0.71875,32,0.25
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,46,128,36,0.28125,0.71875,33,0.2578125
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,48,128,38,0.296875,0.703125,35,0.2734375
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,50,128,38,0.296875,0.703125,37,0.2890625
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,52,128,39,0.3046875,0.6953125,38,0.296875
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,54,128,40,0.3125,0.6875,39,0.3046875
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,56,128,41,0.3203125,0.6796875,39,0.3046875
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,58,128,42,0.328125,0.671875,40,0.3125
multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,60,128,42,0.328125,0.671875,40,0.3125
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,8,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,10,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,12,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,14,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,16,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,18,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,20,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,22,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,24,128,4,0.03125,0.96875,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,26,128,8,0.0625,0.9375,0,0.0
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,28,128,12,0.09375,0.90625,4,0.03125
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,30,128,14,0.109375,0.890625,9,0.0703125
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,32,128,18,0.140625,0.859375,11,0.0859375
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,34,128,20,0.15625,0.84375,15,0.1171875
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,36,128,22,0.171875,0.828125,16,0.125
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,38,128,25,0.1953125,0.8046875,19,0.1484375
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,40,128,26,0.203125,0.796875,23,0.1796875
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,42,128,29,0.2265625,0.7734375,23,0.1796875
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,44,128,29,0.2265625,0.7734375,25,0.1953125
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,46,128,31,0.2421875,0.7578125,28,0.21875
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,48,128,33,0.2578125,0.7421875,29,0.2265625
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,50,128,33,0.2578125,0.7421875,30,0.234375
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,52,128,34,0.265625,0.734375,31,0.2421875
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,54,128,34,0.265625,0.734375,31,0.2421875
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,56,128,37,0.2890625,0.7109375,33,0.2578125
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,58,128,38,0.296875,0.703125,34,0.265625
multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,60,128,39,0.3046875,0.6953125,35,0.2734375
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,2,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,4,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,6,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,8,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,10,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,12,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,14,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,16,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,18,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,20,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,22,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,24,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,26,128,0,0.0,1.0,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,28,128,2,0.015625,0.984375,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,30,128,5,0.0390625,0.9609375,0,0.0
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,32,128,8,0.0625,0.9375,1,0.0078125
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,34,128,12,0.09375,0.90625,5,0.0390625
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,36,128,15,0.1171875,0.8828125,9,0.0703125
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,38,128,17,0.1328125,0.8671875,11,0.0859375
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,40,128,20,0.15625,0.84375,13,0.1015625
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,42,128,21,0.1640625,0.8359375,17,0.1328125
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,44,128,25,0.1953125,0.8046875,18,0.140625
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,46,128,25,0.1953125,0.8046875,19,0.1484375
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,48,128,26,0.203125,0.796875,23,0.1796875
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,50,128,28,0.21875,0.78125,23,0.1796875
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,52,128,30,0.234375,0.765625,25,0.1953125
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,54,128,32,0.25,0.75,26,0.203125
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,56,128,33,0.2578125,0.7421875,27,0.2109375
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,58,128,33,0.2578125,0.7421875,30,0.234375
multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,60,128,34,0.265625,0.734375,31,0.2421875
