condition_id,scene_id,inflation_mm,direction_id,curobo_first_sampled_collision_mm,physx_first_sampled_collision_mm,delta_physx_minus_curobo_mm,boundary_status
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_085,,48.0,,physx_only_observed
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_086,32.0,34.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_087,56.0,60.0,4.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_088,44.0,32.0,-12.0,physx_earlier
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_089,36.0,36.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_090,40.0,44.0,4.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_091,28.0,28.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_092,36.0,42.0,6.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_093,38.0,30.0,-8.0,physx_earlier
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_094,26.0,26.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_095,34.0,38.0,4.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_096,28.0,24.0,-4.0,physx_earlier
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_097,28.0,30.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_098,30.0,30.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_099,22.0,22.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_100,28.0,32.0,4.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_101,26.0,24.0,-2.0,physx_earlier
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_102,22.0,24.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_103,26.0,28.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_104,20.0,20.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_105,24.0,26.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_106,22.0,22.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_107,18.0,20.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_108,24.0,24.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_109,20.0,20.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_110,20.0,20.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_111,20.0,22.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_112,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_113,20.0,22.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_114,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_115,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_116,18.0,20.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_117,16.0,18.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_118,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_119,16.0,18.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_120,16.0,16.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_121,16.0,18.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_122,16.0,16.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_123,16.0,16.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_124,16.0,16.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_125,16.0,16.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_126,14.0,16.0,2.0,physx_later
formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,direction_127,14.0,16.0,2.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_000,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_001,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_002,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_003,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_004,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_005,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_006,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_007,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_008,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_009,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_010,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_011,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_012,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_013,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_014,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_015,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_016,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_017,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_018,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_019,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_020,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_021,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_022,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_023,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_024,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_025,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_026,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_027,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_028,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_029,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_030,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_031,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_032,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_033,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_034,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_035,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_036,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_037,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_038,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_039,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_040,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_041,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_042,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_043,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_044,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_045,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_046,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_047,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_048,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_049,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_050,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_051,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_052,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_053,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_054,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_055,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_056,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_057,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_058,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_059,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_060,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_061,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_062,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_063,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_064,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_065,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_066,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_067,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_068,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_069,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_070,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_071,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_072,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_073,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_074,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_075,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_076,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_077,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_078,56.0,50.0,-6.0,physx_earlier
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_079,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_080,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_081,52.0,52.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_082,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_083,56.0,42.0,-14.0,physx_earlier
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_084,60.0,,,curobo_only_observed
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_085,,58.0,,physx_only_observed
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_086,38.0,38.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_087,,,,both_right_censored
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_088,54.0,42.0,-12.0,physx_earlier
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_089,40.0,42.0,2.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_090,50.0,50.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_091,34.0,32.0,-2.0,physx_earlier
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_092,44.0,46.0,2.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_093,44.0,36.0,-8.0,physx_earlier
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_094,30.0,32.0,2.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_095,42.0,44.0,2.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_096,34.0,28.0,-6.0,physx_earlier
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_097,32.0,34.0,2.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_098,34.0,34.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_099,26.0,26.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_100,32.0,36.0,4.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_101,32.0,28.0,-4.0,physx_earlier
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_102,26.0,28.0,2.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_103,30.0,30.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_104,24.0,24.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_105,28.0,28.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_106,28.0,26.0,-2.0,physx_earlier
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_107,22.0,22.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_108,26.0,28.0,2.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_109,24.0,22.0,-2.0,physx_earlier
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_110,22.0,24.0,2.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_111,24.0,24.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_112,20.0,20.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_113,22.0,24.0,2.0,physx_later
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_114,22.0,22.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_115,20.0,20.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_116,22.0,22.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_117,20.0,20.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_118,20.0,20.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_119,20.0,20.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_120,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_121,20.0,20.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_122,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_123,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_124,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_125,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_126,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,direction_127,18.0,18.0,0.0,exact_sampled_agreement
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_000,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_001,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_002,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_003,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_004,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_005,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_006,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_007,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_008,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_009,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_010,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_011,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_012,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_013,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_014,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_015,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_016,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_017,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_018,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_019,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_020,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_021,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_022,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_023,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_024,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_025,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_026,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_027,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_028,,,,both_right_censored
formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,direction_029,,,,both_right_censored
