attempt_id,phase,round_id,execution_position,position_within_round,condition_id,scene_id,inflation_mm,planning_success,failure_reason,planning_reported_solve_time_s,planning_reported_total_time_s,measured_wall_time_s,trajectory_shape,trajectory_finite,maximum_absolute_joint_difference_rad,mean_absolute_joint_difference_rad,trajectory_length_rad,frozen_trajectory_length_rad,trajectory_length_difference_rad,exact_frozen_trajectory_match,tolerance_frozen_trajectory_match_1e_7_rad,status,error
round_23__position_12__multiscene_candidate_001__inflation_000mm,measured,23,452,12,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.026889535903930666,0.03562393569946289,0.036054771997442,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_23__position_13__multiscene_candidate_001__inflation_005mm,measured,23,453,13,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.025913599014282224,0.03473516845703125,0.035150092000549193,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_23__position_14__multiscene_candidate_001__inflation_010mm,measured,23,454,14,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.026230239868164064,0.034859390258789064,0.035281394004414324,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_23__position_15__multiscene_candidate_001__inflation_015mm,measured,23,455,15,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.02625148868560791,0.034767871856689454,0.0351866110067931,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_23__position_16__multiscene_candidate_001__inflation_020mm,measured,23,456,16,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.027521408081054688,0.035969024658203126,0.03638206100004027,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_23__position_17__multiscene_candidate_005__inflation_000mm,measured,23,457,17,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.026432480812072754,0.03658121490478516,0.03699057600169908,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_23__position_18__multiscene_candidate_005__inflation_005mm,measured,23,458,18,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.03642201614379883,0.047792255401611326,0.04820050399575848,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_23__position_19__multiscene_candidate_005__inflation_010mm,measured,23,459,19,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.026995391845703126,0.03578534317016602,0.03621585100336233,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_23__position_20__multiscene_candidate_005__inflation_015mm,measured,23,460,20,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.026198880195617676,0.03665100860595703,0.03711435200239066,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_24__position_01__formal_baseline_v1__inflation_005mm,measured,24,461,1,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.025799200057983397,0.03449769592285156,0.0349172459973488,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_24__position_02__formal_baseline_v1__inflation_010mm,measured,24,462,2,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.026904704093933106,0.03548672103881836,0.035922447001212277,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_24__position_03__formal_baseline_v1__inflation_015mm,measured,24,463,3,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.034347775459289555,0.04581411361694336,0.046223833996918984,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_24__position_04__formal_baseline_v1__inflation_020mm,measured,24,464,4,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.02771699142456055,0.03631433486938476,0.036723726996569894,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_24__position_05__multiscene_candidate_001__inflation_000mm,measured,24,465,5,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.026933375358581542,0.035547134399414065,0.03596444899449125,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_24__position_06__multiscene_candidate_001__inflation_005mm,measured,24,466,6,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.02663321590423584,0.03534131240844727,0.035753994998231065,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_24__position_07__multiscene_candidate_001__inflation_010mm,measured,24,467,7,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.02629955196380615,0.03480489730834961,0.035213611998187844,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_24__position_08__multiscene_candidate_001__inflation_015mm,measured,24,468,8,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.02584614372253418,0.034786304473876956,0.035191110997402575,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_24__position_09__multiscene_candidate_001__inflation_020mm,measured,24,469,9,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.02633811283111572,0.034856094360351565,0.03526304600381991,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_24__position_10__multiscene_candidate_005__inflation_000mm,measured,24,470,10,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.026147680282592775,0.03567827224731445,0.03611755000019912,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_24__position_11__multiscene_candidate_005__inflation_005mm,measured,24,471,11,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.03552166366577148,0.04746137619018555,0.047904799997922964,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_24__position_12__multiscene_candidate_005__inflation_010mm,measured,24,472,12,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.02626255989074707,0.03498384094238281,0.03540682899620151,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_24__position_13__multiscene_candidate_005__inflation_015mm,measured,24,473,13,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.025760383605957032,0.035048225402832034,0.035657311003888026,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_24__position_14__multiscene_candidate_005__inflation_020mm,measured,24,474,14,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.02615651226043701,0.03483840179443359,0.03525806299876422,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_24__position_15__multiscene_candidate_006__inflation_000mm,measured,24,475,15,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.02534492778778076,0.034034687042236327,0.03444744399894262,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_24__position_16__multiscene_candidate_006__inflation_005mm,measured,24,476,16,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.028225184440612793,0.03725187301635742,0.03768297599890502,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_24__position_17__multiscene_candidate_006__inflation_010mm,measured,24,477,17,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.025937344551086428,0.034399585723876955,0.03483378799865022,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_24__position_18__multiscene_candidate_006__inflation_015mm,measured,24,478,18,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.02548595142364502,0.03411328125,0.03452081800060114,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_24__position_19__multiscene_candidate_006__inflation_020mm,measured,24,479,19,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.025887104034423826,0.03430809783935547,0.03472379500453826,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_24__position_20__formal_baseline_v1__inflation_000mm,measured,24,480,20,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.025018527984619142,0.033783809661865234,0.03418938799586613,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_25__position_01__multiscene_candidate_001__inflation_015mm,measured,25,481,1,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.026636287689208983,0.03525814437866211,0.0356741330033401,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_25__position_02__multiscene_candidate_001__inflation_020mm,measured,25,482,2,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.025609888076782224,0.03422480010986328,0.03463357299915515,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_25__position_03__multiscene_candidate_005__inflation_000mm,measured,25,483,3,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.02601846408843994,0.03466681671142578,0.03508662400417961,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_25__position_04__multiscene_candidate_005__inflation_005mm,measured,25,484,4,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.03469254302978515,0.04645609664916992,0.04689441499795066,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_25__position_05__multiscene_candidate_005__inflation_010mm,measured,25,485,5,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.025748928070068358,0.034490177154541016,0.034912734998215456,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_25__position_06__multiscene_candidate_005__inflation_015mm,measured,25,486,6,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.027120575904846192,0.03618576049804687,0.036669549997895956,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_25__position_07__multiscene_candidate_005__inflation_020mm,measured,25,487,7,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.025609279632568357,0.0354150390625,0.03585444199416088,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_25__position_08__multiscene_candidate_006__inflation_000mm,measured,25,488,8,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.026003456115722655,0.0345425910949707,0.03497088299627649,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_25__position_09__multiscene_candidate_006__inflation_005mm,measured,25,489,9,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.026871744155883788,0.03536441421508789,0.03577234299882548,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_25__position_10__multiscene_candidate_006__inflation_010mm,measured,25,490,10,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.02543126392364502,0.03381388854980469,0.03422066500206711,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_25__position_11__multiscene_candidate_006__inflation_015mm,measured,25,491,11,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.027756799697875978,0.03693363189697266,0.03734668099787086,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_25__position_12__multiscene_candidate_006__inflation_020mm,measured,25,492,12,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.025395615577697754,0.03409513473510742,0.03451065099943662,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_25__position_13__formal_baseline_v1__inflation_000mm,measured,25,493,13,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.027047744750976564,0.03555827331542969,0.035977524996269494,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_25__position_14__formal_baseline_v1__inflation_005mm,measured,25,494,14,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.025844000816345213,0.034284641265869144,0.03468910200172104,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_25__position_15__formal_baseline_v1__inflation_010mm,measured,25,495,15,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.028032000541687013,0.03716198348999023,0.03757853600109229,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_25__position_16__formal_baseline_v1__inflation_015mm,measured,25,496,16,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.03699680042266846,0.048433406829833985,0.048847275000298396,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_25__position_17__formal_baseline_v1__inflation_020mm,measured,25,497,17,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.027277312278747558,0.035784702301025394,0.03620421300001908,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_25__position_18__multiscene_candidate_001__inflation_000mm,measured,25,498,18,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.027091008186340332,0.035975166320800785,0.03639964299509302,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_25__position_19__multiscene_candidate_001__inflation_005mm,measured,25,499,19,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.026083680152893064,0.03474227142333984,0.035175176002667286,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_25__position_20__multiscene_candidate_001__inflation_010mm,measured,25,500,20,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.027216927528381347,0.035673919677734374,0.036087824002606794,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_26__position_01__multiscene_candidate_006__inflation_000mm,measured,26,501,1,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.025339392662048342,0.03469715118408203,0.035117815001285635,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_26__position_02__multiscene_candidate_006__inflation_005mm,measured,26,502,2,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.027056735992431642,0.03542966461181641,0.03584906500327634,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_26__position_03__multiscene_candidate_006__inflation_010mm,measured,26,503,3,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.026279808044433597,0.03582553482055664,0.03623825600516284,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_26__position_04__multiscene_candidate_006__inflation_015mm,measured,26,504,4,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.027121631622314457,0.035482879638671874,0.03588676400249824,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_26__position_05__multiscene_candidate_006__inflation_020mm,measured,26,505,5,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.027120415687561034,0.035629631042480465,0.036055641998245846,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_26__position_06__formal_baseline_v1__inflation_000mm,measured,26,506,6,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.025784671783447267,0.03496550369262695,0.03538061200379161,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_26__position_07__formal_baseline_v1__inflation_005mm,measured,26,507,7,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.02729647922515869,0.03571817779541016,0.036128340994764585,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_26__position_08__formal_baseline_v1__inflation_010mm,measured,26,508,8,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.025803839683532715,0.0346163215637207,0.035025971999857575,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_26__position_09__formal_baseline_v1__inflation_015mm,measured,26,509,9,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.036140353202819823,0.04758502578735352,0.04799697400449077,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_26__position_10__formal_baseline_v1__inflation_020mm,measured,26,510,10,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.026002687454223634,0.034520065307617184,0.03493916000297759,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_26__position_11__multiscene_candidate_001__inflation_000mm,measured,26,511,11,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.02669635200500488,0.03637456130981445,0.03685144500195747,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_26__position_12__multiscene_candidate_001__inflation_005mm,measured,26,512,12,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.027649471282958984,0.03621955108642578,0.036652744995080866,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_26__position_13__multiscene_candidate_001__inflation_010mm,measured,26,513,13,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.026078400611877443,0.034685951232910156,0.03511367499595508,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_26__position_14__multiscene_candidate_001__inflation_015mm,measured,26,514,14,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.025881759643554686,0.03456204986572266,0.03501925700402353,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_26__position_15__multiscene_candidate_001__inflation_020mm,measured,26,515,15,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.02635676860809326,0.03487638473510742,0.03528417000052286,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_26__position_16__multiscene_candidate_005__inflation_000mm,measured,26,516,16,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.02566112041473389,0.03463065719604492,0.035037923997151665,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_26__position_17__multiscene_candidate_005__inflation_005mm,measured,26,517,17,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.03581728076934815,0.047312801361083984,0.047722713999974076,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_26__position_18__multiscene_candidate_005__inflation_010mm,measured,26,518,18,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.02630550289154053,0.03479331207275391,0.035201227001380175,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_26__position_19__multiscene_candidate_005__inflation_015mm,measured,26,519,19,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.0263319673538208,0.035272705078125,0.035684402006154414,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_26__position_20__multiscene_candidate_005__inflation_020mm,measured,26,520,20,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.026492544174194336,0.03492326354980469,0.03532997699949192,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_27__position_01__formal_baseline_v1__inflation_010mm,measured,27,521,1,formal_baseline_v1__inflation_010mm,formal_baseline_v1,10,True,,0.02637715148925781,0.035464000701904294,0.03589442200609483,"[41,7]",True,0.0,0.0,0.9444064497947693,0.9444064497947693,0.0,True,True,completed,
round_27__position_02__formal_baseline_v1__inflation_015mm,measured,27,522,2,formal_baseline_v1__inflation_015mm,formal_baseline_v1,15,True,,0.03465747165679932,0.04600831985473633,0.046428732995991595,"[41,7]",True,0.0,0.0,0.9454147815704346,0.9454147815704346,0.0,True,True,completed,
round_27__position_03__formal_baseline_v1__inflation_020mm,measured,27,523,3,formal_baseline_v1__inflation_020mm,formal_baseline_v1,20,True,,0.025600768089294432,0.034065406799316404,0.034467124998627696,"[41,7]",True,0.0,0.0,0.9469339847564697,0.9469339847564697,0.0,True,True,completed,
round_27__position_04__multiscene_candidate_001__inflation_000mm,measured,27,524,4,multiscene_candidate_001__inflation_000mm,multiscene_candidate_001,0,True,,0.02553056049346924,0.034282497406005856,0.03470238799491199,"[41,7]",True,0.0,0.0,0.9438675045967102,0.9438675045967102,0.0,True,True,completed,
round_27__position_05__multiscene_candidate_001__inflation_005mm,measured,27,525,5,multiscene_candidate_001__inflation_005mm,multiscene_candidate_001,5,True,,0.02741753578186035,0.03601100921630859,0.03644615899975179,"[41,7]",True,0.0,0.0,0.9440393447875977,0.9440393447875977,0.0,True,True,completed,
round_27__position_06__multiscene_candidate_001__inflation_010mm,measured,27,526,6,multiscene_candidate_001__inflation_010mm,multiscene_candidate_001,10,True,,0.025619968414306644,0.03440188980102539,0.03482873299799394,"[41,7]",True,0.0,0.0,0.9447669386863708,0.9447669386863708,0.0,True,True,completed,
round_27__position_07__multiscene_candidate_001__inflation_015mm,measured,27,527,7,multiscene_candidate_001__inflation_015mm,multiscene_candidate_001,15,True,,0.026213312149047853,0.03559526443481445,0.036009365001518745,"[41,7]",True,0.0,0.0,0.9460299015045166,0.9460299015045166,0.0,True,True,completed,
round_27__position_08__multiscene_candidate_001__inflation_020mm,measured,27,528,8,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.02604214382171631,0.034514240264892575,0.0349251430016011,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_27__position_09__multiscene_candidate_005__inflation_000mm,measured,27,529,9,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.02573091220855713,0.03438070297241211,0.03480307199788513,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_27__position_10__multiscene_candidate_005__inflation_005mm,measured,27,530,10,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.03505443096160889,0.04656553649902344,0.04700318099639844,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_27__position_11__multiscene_candidate_005__inflation_010mm,measured,27,531,11,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.025894303321838376,0.03436617660522461,0.03477631699934136,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_27__position_12__multiscene_candidate_005__inflation_015mm,measured,27,532,12,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.026637696266174314,0.03509801483154297,0.035497714998200536,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_27__position_13__multiscene_candidate_005__inflation_020mm,measured,27,533,13,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.025842751502990723,0.03465667343139649,0.0350733089944697,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
round_27__position_14__multiscene_candidate_006__inflation_000mm,measured,27,534,14,multiscene_candidate_006__inflation_000mm,multiscene_candidate_006,0,True,,0.026319360733032225,0.03473814392089844,0.03514864500175463,"[41,7]",True,0.0,0.0,0.9438737630844116,0.9438737630844116,0.0,True,True,completed,
round_27__position_15__multiscene_candidate_006__inflation_005mm,measured,27,535,15,multiscene_candidate_006__inflation_005mm,multiscene_candidate_006,5,True,,0.026745312690734865,0.03580617523193359,0.036354252995806746,"[41,7]",True,0.0,0.0,0.9442387819290161,0.9442387819290161,0.0,True,True,completed,
round_27__position_16__multiscene_candidate_006__inflation_010mm,measured,27,536,16,multiscene_candidate_006__inflation_010mm,multiscene_candidate_006,10,True,,0.02712678337097168,0.03594956970214844,0.036371800997585524,"[41,7]",True,0.0,0.0,0.9451422691345215,0.9451422691345215,0.0,True,True,completed,
round_27__position_17__multiscene_candidate_006__inflation_015mm,measured,27,537,17,multiscene_candidate_006__inflation_015mm,multiscene_candidate_006,15,True,,0.026361951828002928,0.035129150390625,0.03555494300235296,"[41,7]",True,0.0,0.0,0.9466080665588379,0.9466080665588379,0.0,True,True,completed,
round_27__position_18__multiscene_candidate_006__inflation_020mm,measured,27,538,18,multiscene_candidate_006__inflation_020mm,multiscene_candidate_006,20,True,,0.025482463836669918,0.033381759643554686,0.03476260199386161,"[41,7]",True,0.0,0.0,0.9485822916030884,0.9485822916030884,0.0,True,True,completed,
round_27__position_19__formal_baseline_v1__inflation_000mm,measured,27,539,19,formal_baseline_v1__inflation_000mm,formal_baseline_v1,0,True,,0.02696022415161133,0.035373054504394534,0.035780199999862816,"[41,7]",True,0.0,0.0,0.9438674449920654,0.9438674449920654,0.0,True,True,completed,
round_27__position_20__formal_baseline_v1__inflation_005mm,measured,27,540,20,formal_baseline_v1__inflation_005mm,formal_baseline_v1,5,True,,0.027573311805725094,0.036410400390625,0.03681747199880192,"[41,7]",True,0.0,0.0,0.9439100027084351,0.9439100027084351,0.0,True,True,completed,
round_28__position_01__multiscene_candidate_001__inflation_020mm,measured,28,541,1,multiscene_candidate_001__inflation_020mm,multiscene_candidate_001,20,True,,0.026076416015625003,0.035409278869628906,0.03584377899824176,"[41,7]",True,0.0,0.0,0.947810709476471,0.947810709476471,0.0,True,True,completed,
round_28__position_02__multiscene_candidate_005__inflation_000mm,measured,28,542,2,multiscene_candidate_005__inflation_000mm,multiscene_candidate_005,0,True,,0.02774899196624756,0.036398334503173826,0.03682826900330838,"[41,7]",True,0.0,0.0,0.9438865780830383,0.9438865780830383,0.0,True,True,completed,
round_28__position_03__multiscene_candidate_005__inflation_005mm,measured,28,543,3,multiscene_candidate_005__inflation_005mm,multiscene_candidate_005,5,True,,0.03613919925689697,0.04757107162475586,0.0479925110048498,"[41,7]",True,0.0,0.0,0.9450989365577698,0.9450989365577698,0.0,True,True,completed,
round_28__position_04__multiscene_candidate_005__inflation_010mm,measured,28,544,4,multiscene_candidate_005__inflation_010mm,multiscene_candidate_005,10,True,,0.026033856391906737,0.035740928649902345,0.03617402900272282,"[41,7]",True,0.0,0.0,0.9485982656478882,0.9485982656478882,0.0,True,True,completed,
round_28__position_05__multiscene_candidate_005__inflation_015mm,measured,28,545,5,multiscene_candidate_005__inflation_015mm,multiscene_candidate_005,15,True,,0.027917792320251465,0.03658732986450195,0.03700548299821094,"[41,7]",True,0.0,0.0,0.9550252556800842,0.9550252556800842,0.0,True,True,completed,
round_28__position_06__multiscene_candidate_005__inflation_020mm,measured,28,546,6,multiscene_candidate_005__inflation_020mm,multiscene_candidate_005,20,True,,0.027727776527404782,0.036316158294677735,0.036731286003487185,"[41,7]",True,0.0,0.0,0.9647320508956909,0.9647320508956909,0.0,True,True,completed,
